-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 12/31/2022 
Location: Latitude  -6.9726   Longitude -40.3438 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 551.85 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,PRECTOTCORR,T2M,QV2M
2019,1,19,20,6.48,51.76,0.0,23.59,15.01
2019,1,19,21,6.35,54.0,0.0,23.11,14.71
2019,1,19,22,6.43,54.05,0.0,22.69,14.4
2019,1,19,23,6.84,55.04,0.0,22.38,14.1
2019,1,20,0,7.47,58.6,0.01,22.17,13.98
2019,1,20,1,7.45,63.01,0.02,21.7,14.1
2019,1,20,2,7.14,65.71,0.05,21.4,14.71
2019,1,20,3,6.83,68.25,0.08,21.36,15.44
2019,1,20,4,6.75,71.59,0.12,21.33,15.87
2019,1,20,5,6.86,73.73,0.16,21.35,15.99
2019,1,20,6,6.93,74.71,0.17,22.35,16.11
2019,1,20,7,7.56,77.46,0.19,24.06,15.75
2019,1,20,8,7.39,81.42,0.22,26.13,15.26
2019,1,20,9,6.81,85.13,0.03,28.24,15.01
2019,1,20,10,6.26,89.07,0.02,30.04,14.83
2019,1,20,11,5.85,92.91,0.02,31.33,14.59
2019,1,20,12,5.78,94.89,0.01,32.02,14.34
2019,1,20,13,5.72,95.8,0.01,32.08,14.28
2019,1,20,14,5.58,96.35,0.01,31.76,14.16
2019,1,20,15,5.38,95.75,0.01,31.06,14.04
2019,1,20,16,5.18,91.81,0.01,30.09,13.98
2019,1,20,17,4.91,82.5,0.0,28.36,14.77
2019,1,20,18,5.0,71.88,0.0,26.73,15.01
2019,1,20,19,5.12,63.63,0.0,26.11,14.89
2019,1,20,20,5.19,59.18,0.0,25.63,14.89
2019,1,20,21,5.35,59.65,0.01,25.23,14.89
2019,1,20,22,5.55,63.94,0.01,24.84,15.01
2019,1,20,23,5.64,69.23,0.02,24.38,15.26
2019,1,21,0,5.56,72.41,0.03,23.82,15.69
2019,1,21,1,5.2,73.61,0.04,23.3,16.05
2019,1,21,2,4.78,74.35,0.06,22.98,16.42
2019,1,21,3,4.47,75.02,0.06,22.8,16.6
2019,1,21,4,4.3,77.08,0.06,22.67,16.6
2019,1,21,5,4.15,81.44,0.03,22.59,16.6
2019,1,21,6,4.84,86.76,0.01,23.06,16.54
2019,1,21,7,6.72,98.29,0.0,23.99,16.05
2019,1,21,8,7.51,104.59,0.0,25.02,15.38
2019,1,21,9,7.41,105.28,0.0,26.42,14.71
2019,1,21,10,7.06,104.6,0.0,27.93,13.85
2019,1,21,11,6.83,104.23,0.0,29.72,13.24
2019,1,21,12,6.78,104.42,0.0,31.77,12.82
2019,1,21,13,6.69,104.33,0.0,33.14,12.45
2019,1,21,14,6.55,103.52,0.0,33.62,12.21
2019,1,21,15,6.4,101.56,0.0,33.16,11.9
2019,1,21,16,6.27,97.01,0.0,32.13,11.9
2019,1,21,17,6.04,85.25,0.0,29.55,13.18
2019,1,21,18,6.5,74.09,0.0,27.15,12.94
2019,1,21,19,6.69,66.46,0.0,26.35,12.7
2019,1,21,20,6.45,61.88,0.0,25.78,12.63
2019,1,21,21,6.15,61.65,0.0,25.26,12.63
2019,1,21,22,6.43,66.58,0.0,24.84,12.57
2019,1,21,23,7.56,73.06,0.0,24.78,12.51
2019,1,22,0,8.19,75.63,0.0,24.38,13.0
2019,1,22,1,8.17,71.15,0.0,23.64,13.98
2019,1,22,2,7.4,69.54,0.0,22.8,14.83
2019,1,22,3,6.87,73.28,0.0,22.02,15.14
2019,1,22,4,6.6,79.77,0.0,21.36,15.01
2019,1,22,5,6.36,85.56,0.0,20.86,14.65
2019,1,22,6,7.46,94.75,0.0,22.33,13.85
2019,1,22,7,7.72,103.35,0.0,24.71,13.24
2019,1,22,8,7.09,107.9,0.0,27.26,13.0
2019,1,22,9,6.55,112.89,0.0,29.81,12.82
2019,1,22,10,6.2,119.5,0.0,31.94,12.82
2019,1,22,11,6.17,125.72,0.0,33.23,12.76
2019,1,22,12,6.24,128.03,0.0,34.3,12.45
2019,1,22,13,6.2,125.93,0.0,34.94,11.78
2019,1,22,14,6.3,122.29,0.0,34.99,10.86
2019,1,22,15,6.47,117.56,0.0,34.38,10.07
2019,1,22,16,6.38,110.81,0.0,33.05,9.64
2019,1,22,17,6.1,98.69,0.0,29.75,10.93
2019,1,22,18,6.36,83.15,0.0,26.63,11.05
2019,1,22,19,6.67,71.27,0.0,25.77,11.05
2019,1,22,20,6.72,64.15,0.0,25.23,11.23
2019,1,22,21,6.47,60.86,0.0,25.08,11.6
2019,1,22,22,6.19,63.86,0.0,25.01,11.84
2019,1,22,23,6.35,74.31,0.0,24.83,11.96
2019,1,23,0,7.17,86.81,0.0,24.53,11.96
2019,1,23,1,8.23,91.74,0.0,23.92,12.08
2019,1,23,2,7.95,89.94,0.0,23.23,12.21
2019,1,23,3,7.21,87.39,0.0,22.5,12.7
2019,1,23,4,5.97,87.67,0.0,21.98,13.37
2019,1,23,5,5.16,89.48,0.0,21.84,14.04
2019,1,23,6,5.66,87.63,0.0,22.66,14.65
2019,1,23,7,6.0,87.39,0.0,24.03,14.83
2019,1,23,8,5.78,89.77,0.0,25.52,14.71
2019,1,23,9,5.46,94.68,0.1,27.12,14.53
2019,1,23,10,5.26,101.04,0.08,28.54,14.28
2019,1,23,11,5.01,104.17,0.06,29.6,13.98
2019,1,23,12,4.87,102.03,0.03,30.26,13.85
2019,1,23,13,4.81,96.53,0.02,30.72,13.73
2019,1,23,14,4.77,88.03,0.01,30.9,13.61
2019,1,23,15,4.84,77.8,0.0,30.56,13.49
2019,1,23,16,5.06,66.84,0.0,29.52,13.55
2019,1,23,17,5.58,49.49,0.0,27.81,13.92
2019,1,23,18,6.52,32.53,0.0,25.89,14.28
2019,1,23,19,6.51,26.2,0.0,24.88,14.47
2019,1,23,20,6.12,26.47,0.0,24.05,14.4
2019,1,23,21,5.74,29.6,0.0,23.38,14.22
2019,1,23,22,5.42,34.01,0.0,22.85,13.92
2019,1,23,23,5.22,39.41,0.0,22.38,13.55
2019,1,24,0,5.08,47.68,0.0,21.94,13.24
2019,1,24,1,5.17,59.91,0.0,21.52,13.0
2019,1,24,2,5.92,73.43,0.0,21.3,12.82
2019,1,24,3,6.81,81.02,0.0,21.12,12.88
2019,1,24,4,6.84,81.53,0.0,20.77,12.94
2019,1,24,5,6.54,79.4,0.0,20.46,12.94
2019,1,24,6,6.22,75.67,0.0,22.19,13.0
2019,1,24,7,6.37,69.07,0.01,25.03,13.49
2019,1,24,8,5.34,69.82,0.02,27.39,13.73
2019,1,24,9,4.42,76.41,0.01,29.55,13.73
2019,1,24,10,3.85,88.49,0.02,31.4,13.55
2019,1,24,11,3.69,99.88,0.02,32.76,13.18
2019,1,24,12,3.73,104.07,0.03,33.61,12.88
2019,1,24,13,3.72,104.71,0.02,33.85,12.63
2019,1,24,14,3.7,104.42,0.02,33.14,12.45
2019,1,24,15,3.72,101.03,0.02,31.75,12.39
2019,1,24,16,3.84,91.63,0.01,30.44,12.57
2019,1,24,17,4.1,77.45,0.01,28.87,13.43
2019,1,24,18,4.54,61.67,0.01,27.58,13.85
2019,1,24,19,4.72,48.76,0.0,26.85,13.85
2019,1,24,20,4.63,39.11,0.0,26.18,13.92
2019,1,24,21,4.33,32.4,0.0,25.62,13.98
2019,1,24,22,3.95,26.67,0.0,25.09,14.04
2019,1,24,23,3.65,19.91,0.0,24.57,14.1
2019,1,25,0,3.57,17.84,0.0,24.09,14.16
2019,1,25,1,3.7,28.24,0.0,23.53,14.22
2019,1,25,2,4.22,47.33,0.0,23.15,14.28
2019,1,25,3,4.99,60.22,0.0,22.8,14.4
2019,1,25,4,5.1,60.57,0.0,22.43,14.47
2019,1,25,5,4.6,54.75,0.0,22.05,14.59
2019,1,25,6,4.71,45.2,0.0,23.08,14.71
2019,1,25,7,4.36,40.71,0.0,25.37,14.71
2019,1,25,8,3.11,43.57,0.01,27.68,14.47
2019,1,25,9,2.16,59.64,0.08,29.66,14.22
2019,1,25,10,2.0,85.07,0.11,31.37,13.98
2019,1,25,11,2.29,100.04,0.11,32.42,13.61
2019,1,25,12,2.59,103.78,0.12,32.94,13.37
2019,1,25,13,2.85,104.3,0.12,32.74,13.24
2019,1,25,14,3.37,103.0,0.11,31.42,13.37
2019,1,25,15,3.98,99.39,0.11,30.09,13.73
2019,1,25,16,4.31,93.43,0.12,28.76,14.28
2019,1,25,17,4.21,86.28,0.12,27.4,15.14
2019,1,25,18,4.1,78.58,0.09,26.23,15.75
2019,1,25,19,3.94,69.84,0.05,25.37,15.93
2019,1,25,20,3.67,56.82,0.03,24.75,15.99
2019,1,25,21,3.85,36.66,0.03,24.25,16.17
2019,1,25,22,4.54,19.31,0.03,23.97,16.36
2019,1,25,23,4.63,13.47,0.04,23.69,16.48
2019,1,26,0,4.35,17.36,0.03,23.33,16.54
2019,1,26,1,4.31,29.54,0.02,23.02,16.48
2019,1,26,2,4.49,47.32,0.04,22.7,16.36
2019,1,26,3,4.77,56.02,0.11,22.33,16.17
2019,1,26,4,4.48,59.41,0.11,22.07,16.11
2019,1,26,5,4.24,60.79,0.05,21.92,16.11
2019,1,26,6,4.72,61.1,0.04,22.37,16.05
2019,1,26,7,5.97,68.41,0.09,23.45,15.62
2019,1,26,8,6.2,78.8,0.12,24.86,14.95
2019,1,26,9,6.33,84.41,0.42,25.85,14.53
2019,1,26,10,6.25,87.71,0.51,26.87,14.34
2019,1,26,11,5.85,88.7,0.51,27.77,14.16
2019,1,26,12,5.45,85.23,0.5,28.26,13.98
2019,1,26,13,5.46,80.36,0.41,28.5,13.73
2019,1,26,14,5.43,77.46,0.3,28.55,13.43
2019,1,26,15,5.15,75.77,0.27,28.43,13.18
2019,1,26,16,4.31,65.34,0.26,27.77,13.79
2019,1,26,17,3.72,29.85,0.17,26.05,15.56
2019,1,26,18,4.54,3.16,0.08,24.41,15.2
2019,1,26,19,5.16,359.22,0.02,23.82,14.77
2019,1,26,20,5.63,0.88,0.0,23.4,14.53
2019,1,26,21,5.81,5.09,0.0,23.05,14.47
2019,1,26,22,5.6,11.09,0.0,22.67,14.59
2019,1,26,23,5.11,17.6,0.0,22.26,14.77
2019,1,27,0,4.25,23.88,0.0,21.79,14.95
2019,1,27,1,3.21,29.81,0.02,21.34,15.08
2019,1,27,2,2.49,34.54,0.11,21.01,15.26
2019,1,27,3,2.14,32.47,0.2,20.97,15.38
2019,1,27,4,2.02,34.3,0.4,21.19,15.56
2019,1,27,5,2.71,48.74,0.8,21.13,15.62
2019,1,27,6,4.39,54.64,1.34,21.61,15.93
2019,1,27,7,5.6,58.57,1.76,22.47,16.3
2019,1,27,8,5.72,70.6,1.77,23.65,16.11
2019,1,27,9,6.19,82.38,0.86,25.5,15.56
2019,1,27,10,6.68,87.72,0.46,27.26,15.2
2019,1,27,11,6.68,92.55,0.22,28.62,15.01
2019,1,27,12,6.5,95.45,0.09,29.76,14.53
2019,1,27,13,6.15,95.25,0.02,30.54,13.85
2019,1,27,14,5.64,93.58,0.0,30.93,13.24
2019,1,27,15,5.38,92.0,0.0,30.8,12.76
2019,1,27,16,5.4,87.18,0.0,29.85,12.76
2019,1,27,17,5.29,67.98,0.0,27.45,14.59
2019,1,27,18,6.31,49.01,0.0,25.47,14.28
2019,1,27,19,7.15,40.88,0.0,24.77,13.92
2019,1,27,20,7.23,38.95,0.0,24.25,13.85
2019,1,27,21,6.88,41.22,0.0,23.76,13.85
2019,1,27,22,6.32,47.25,0.0,23.61,14.04
2019,1,27,23,5.75,62.6,0.01,23.43,14.28
2019,1,28,0,5.46,79.37,0.02,22.97,14.71
2019,1,28,1,5.13,88.17,0.03,22.41,15.14
2019,1,28,2,4.67,90.1,0.1,22.12,15.5
2019,1,28,3,4.41,89.49,0.12,21.98,15.81
2019,1,28,4,4.65,87.11,0.12,21.83,15.99
2019,1,28,5,5.07,84.07,0.08,21.68,16.05
2019,1,28,6,5.98,87.75,0.03,22.4,15.93
2019,1,28,7,6.73,91.73,0.01,24.37,15.08
2019,1,28,8,6.46,97.64,0.0,26.91,14.04
2019,1,28,9,6.26,101.38,0.0,29.29,13.43
2019,1,28,10,6.01,102.0,0.0,31.37,12.88
2019,1,28,11,6.29,103.79,0.0,33.0,12.21
2019,1,28,12,6.65,105.41,0.0,34.09,11.41
2019,1,28,13,7.11,103.87,0.0,34.59,10.62
2019,1,28,14,7.53,101.67,0.0,34.48,10.13
2019,1,28,15,7.71,99.03,0.0,33.74,10.25
2019,1,28,16,7.32,95.33,0.0,32.34,10.8
2019,1,28,17,6.37,91.34,0.0,29.5,12.39
2019,1,28,18,5.99,90.07,0.0,27.12,13.12
2019,1,28,19,6.31,90.78,0.0,26.7,13.31
2019,1,28,20,6.89,93.19,0.02,26.5,13.55
2019,1,28,21,7.25,97.49,0.06,25.91,14.28
2019,1,28,22,7.44,99.92,0.12,24.51,15.38
2019,1,28,23,7.08,100.49,0.1,23.36,16.05
2019,1,29,0,6.27,99.69,0.04,22.8,16.24
2019,1,29,1,5.98,93.74,0.01,22.58,16.24
2019,1,29,2,5.35,91.42,0.01,22.48,16.17
2019,1,29,3,5.06,100.49,0.01,22.15,15.93
2019,1,29,4,5.49,107.48,0.01,21.79,15.62
2019,1,29,5,5.78,110.98,0.0,21.53,15.32
2019,1,29,6,6.77,112.75,0.01,22.65,14.95
2019,1,29,7,7.61,109.98,0.0,24.75,14.34
2019,1,29,8,7.64,106.45,0.0,27.26,13.98
2019,1,29,9,7.36,104.89,0.13,29.6,13.73
2019,1,29,10,6.9,104.16,0.07,31.63,13.49
2019,1,29,11,6.38,103.39,0.25,33.15,13.12
2019,1,29,12,5.97,101.55,0.28,34.01,12.88
2019,1,29,13,5.72,99.51,0.34,34.26,12.7
2019,1,29,14,5.58,98.62,0.23,33.9,12.57
2019,1,29,15,5.56,98.08,0.19,32.98,12.57
2019,1,29,16,5.74,95.39,0.2,31.48,12.82
2019,1,29,17,6.02,87.47,0.08,29.05,14.1
2019,1,29,18,6.67,77.15,0.02,26.85,14.65
2019,1,29,19,6.73,68.85,0.01,26.19,14.71
2019,1,29,20,6.34,63.66,0.0,25.56,14.83
2019,1,29,21,5.91,62.59,0.0,24.99,14.83
2019,1,29,22,5.58,69.41,0.0,24.51,14.71
2019,1,29,23,6.08,85.14,0.02,24.1,14.53
2019,1,30,0,7.63,98.95,0.02,24.05,14.28
2019,1,30,1,8.28,104.81,0.03,23.51,13.98
2019,1,30,2,7.62,105.4,0.04,22.75,13.73
2019,1,30,3,6.64,104.38,0.09,21.9,13.61
2019,1,30,4,6.22,104.7,0.16,21.23,13.55
2019,1,30,5,6.22,106.57,0.2,20.73,13.55
2019,1,30,6,6.88,105.88,0.21,21.78,13.55
2019,1,30,7,7.99,103.51,0.09,23.98,12.82
2019,1,30,8,7.91,98.23,0.06,26.23,11.96
2019,1,30,9,7.2,93.67,0.01,28.29,11.41
2019,1,30,10,5.98,93.82,0.0,30.11,10.99
2019,1,30,11,4.74,99.96,0.0,31.64,10.74
2019,1,30,12,3.97,110.75,0.0,32.84,10.5
2019,1,30,13,3.64,119.15,0.0,33.6,10.25
2019,1,30,14,3.65,118.21,0.0,33.84,10.07
2019,1,30,15,3.88,112.64,0.0,33.4,9.77
2019,1,30,16,4.28,101.47,0.0,32.25,9.83
2019,1,30,17,5.37,81.21,0.0,29.3,11.47
2019,1,30,18,7.04,67.56,0.0,26.98,11.29
2019,1,30,19,7.61,61.41,0.0,26.08,11.17
2019,1,30,20,7.39,58.23,0.0,25.01,11.41
2019,1,30,21,6.87,55.89,0.0,24.25,11.54
2019,1,30,22,6.37,54.28,0.0,23.58,11.54
2019,1,30,23,5.96,55.41,0.0,22.98,11.41
2019,1,31,0,5.61,62.08,0.0,22.54,11.35
2019,1,31,1,5.3,74.8,0.0,22.15,11.35
2019,1,31,2,5.34,91.51,0.0,21.76,11.23
2019,1,31,3,5.84,103.92,0.0,21.49,11.17
2019,1,31,4,6.17,108.76,0.0,21.29,11.17
2019,1,31,5,6.0,109.17,0.0,21.08,11.35
2019,1,31,6,5.65,106.3,0.0,22.25,11.66
2019,1,31,7,6.25,95.38,0.0,24.66,12.63
2019,1,31,8,5.78,94.26,0.0,26.84,13.43
2019,1,31,9,5.05,99.71,0.0,28.73,13.61
2019,1,31,10,4.37,107.14,0.0,30.37,13.49
2019,1,31,11,3.92,112.88,0.0,31.69,13.18
2019,1,31,12,3.5,115.36,0.0,32.76,12.82
2019,1,31,13,3.23,114.58,0.01,33.63,12.51
2019,1,31,14,3.05,111.77,0.0,33.85,12.15
2019,1,31,15,2.92,105.67,0.0,33.44,11.84
2019,1,31,16,2.92,90.31,0.0,32.4,11.72
2019,1,31,17,3.88,59.93,0.0,29.94,13.55
2019,1,31,18,5.85,44.13,0.0,27.94,13.43
2019,1,31,19,6.67,40.78,0.0,27.04,13.55
2019,1,31,20,6.58,40.52,0.0,25.93,14.04
2019,1,31,21,6.27,39.24,0.0,25.1,14.34
2019,1,31,22,5.91,38.78,0.0,24.41,14.59
2019,1,31,23,5.6,40.31,0.0,23.83,14.65
2019,2,1,0,5.43,42.67,0.0,23.43,14.71
2019,2,1,1,5.1,46.62,0.0,23.02,14.77
2019,2,1,2,4.7,53.93,0.0,22.64,14.77
2019,2,1,3,4.28,64.7,0.0,22.25,14.83
2019,2,1,4,4.3,73.54,0.0,21.96,14.89
2019,2,1,5,4.29,77.58,0.0,21.89,14.95
2019,2,1,6,4.24,78.96,0.0,23.08,15.08
2019,2,1,7,4.59,78.52,0.0,25.08,15.26
2019,2,1,8,4.47,81.36,0.02,26.47,15.44
2019,2,1,9,4.21,86.28,0.03,27.55,15.38
2019,2,1,10,3.95,95.1,0.06,28.49,15.2
2019,2,1,11,3.93,104.04,0.1,29.1,14.89
2019,2,1,12,3.93,107.57,0.11,29.29,14.65
2019,2,1,13,3.87,105.69,0.1,29.33,14.47
2019,2,1,14,3.52,102.18,0.07,29.15,14.34
2019,2,1,15,3.15,99.86,0.06,28.85,14.28
2019,2,1,16,2.83,86.84,0.05,28.25,14.53
2019,2,1,17,3.05,56.19,0.04,26.83,15.62
2019,2,1,18,4.06,34.03,0.03,25.5,15.44
2019,2,1,19,5.05,27.83,0.03,24.93,15.44
2019,2,1,20,5.66,27.1,0.01,24.47,15.56
2019,2,1,21,5.8,26.5,0.01,24.05,15.62
2019,2,1,22,5.59,27.21,0.01,23.62,15.69
2019,2,1,23,5.31,29.81,0.01,23.28,15.69
2019,2,2,0,4.92,32.88,0.0,23.08,15.69
2019,2,2,1,4.57,37.57,0.0,22.9,15.69
2019,2,2,2,4.74,41.99,0.0,22.74,15.69
2019,2,2,3,4.98,46.59,0.01,22.55,15.62
2019,2,2,4,5.4,49.34,0.02,22.34,15.69
2019,2,2,5,5.61,50.59,0.05,22.14,15.81
2019,2,2,6,5.39,54.14,0.1,22.54,16.05
2019,2,2,7,5.4,62.14,0.16,23.66,16.05
2019,2,2,8,5.3,72.66,0.21,25.12,15.75
2019,2,2,9,4.88,81.9,0.0,26.97,15.32
2019,2,2,10,4.31,90.0,0.0,28.41,14.89
2019,2,2,11,3.86,100.26,0.0,29.46,14.59
2019,2,2,12,3.73,108.32,0.0,30.22,14.34
2019,2,2,13,3.66,115.42,0.0,30.63,14.04
2019,2,2,14,3.51,121.53,0.0,30.6,13.79
2019,2,2,15,3.09,128.84,0.0,29.9,13.79
2019,2,2,16,2.52,138.65,0.0,28.8,14.34
2019,2,2,17,1.84,169.22,0.0,27.44,15.5
2019,2,2,18,2.17,215.75,0.0,26.58,15.2
2019,2,2,19,2.85,236.18,0.0,25.63,15.2
2019,2,2,20,2.86,236.57,0.0,24.9,15.26
2019,2,2,21,2.4,207.57,0.0,24.37,15.32
2019,2,2,22,3.19,172.13,0.0,23.97,15.32
2019,2,2,23,3.94,157.4,0.0,23.69,15.32
2019,2,3,0,3.67,137.33,0.0,23.37,15.38
2019,2,3,1,3.52,106.22,0.0,23.16,15.44
2019,2,3,2,3.69,86.23,0.0,22.88,15.44
2019,2,3,3,3.72,73.16,0.0,22.65,15.56
2019,2,3,4,4.01,63.63,0.0,22.5,15.75
2019,2,3,5,4.92,54.31,0.0,22.48,15.93
2019,2,3,6,5.76,51.56,0.0,23.08,15.99
2019,2,3,7,6.61,56.91,0.0,24.48,15.44
2019,2,3,8,6.71,67.2,0.0,25.83,14.71
2019,2,3,9,6.7,74.02,0.0,27.31,14.1
2019,2,3,10,6.73,74.38,0.0,28.86,13.43
2019,2,3,11,6.38,74.3,0.01,30.2,12.88
2019,2,3,12,5.8,74.2,0.01,31.08,12.33
2019,2,3,13,5.28,73.66,0.01,31.47,11.84
2019,2,3,14,4.73,72.01,0.01,31.42,11.41
2019,2,3,15,4.32,67.66,0.0,30.98,11.17
2019,2,3,16,4.17,60.6,0.0,30.08,11.6
2019,2,3,17,4.48,50.59,0.0,27.77,13.31
2019,2,3,18,5.26,44.46,0.0,26.05,13.18
2019,2,3,19,5.76,38.33,0.0,25.51,13.24
2019,2,3,20,5.8,29.53,0.0,25.05,13.43
2019,2,3,21,5.62,23.75,0.0,24.62,13.61
2019,2,3,22,5.35,22.59,0.0,24.19,13.67
2019,2,3,23,4.97,20.63,0.0,23.72,13.79
2019,2,4,0,4.57,14.46,0.0,23.06,13.85
2019,2,4,1,4.09,7.57,0.0,22.47,14.04
2019,2,4,2,3.52,6.76,0.0,22.01,14.22
2019,2,4,3,3.0,13.86,0.0,21.71,14.4
2019,2,4,4,2.86,24.18,0.0,21.47,14.59
2019,2,4,5,2.99,33.69,0.01,21.36,14.71
2019,2,4,6,3.46,35.99,0.01,22.56,14.83
2019,2,4,7,4.3,36.06,0.02,24.74,14.77
2019,2,4,8,4.17,47.05,0.04,26.55,14.71
2019,2,4,9,3.81,58.92,0.7,28.17,14.65
2019,2,4,10,3.48,66.6,0.32,29.46,14.65
2019,2,4,11,3.13,70.89,0.1,30.58,14.47
2019,2,4,12,2.74,71.2,0.04,31.25,14.22
2019,2,4,13,2.35,67.95,0.03,31.31,13.92
2019,2,4,14,2.05,63.24,0.04,30.92,13.73
2019,2,4,15,1.86,58.05,0.04,30.29,13.67
2019,2,4,16,1.8,56.86,0.04,29.44,14.22
2019,2,4,17,1.85,59.53,0.05,28.15,15.75
2019,2,4,18,1.86,68.06,0.06,27.23,15.81
2019,2,4,19,2.15,76.32,0.06,26.68,15.75
2019,2,4,20,2.43,75.47,0.05,26.12,15.62
2019,2,4,21,2.63,65.03,0.04,25.58,15.56
2019,2,4,22,2.87,48.64,0.04,25.01,15.44
2019,2,4,23,3.3,32.94,0.03,24.32,15.44
2019,2,5,0,3.97,24.75,0.02,23.67,15.56
2019,2,5,1,4.7,26.99,0.02,23.25,15.69
2019,2,5,2,5.4,34.75,0.01,22.9,15.93
2019,2,5,3,5.83,42.39,0.01,22.58,16.24
2019,2,5,4,5.75,48.53,0.03,22.23,16.48
2019,2,5,5,5.41,51.74,0.03,22.15,16.66
2019,2,5,6,5.44,48.9,0.05,23.15,16.85
2019,2,5,7,5.87,46.83,0.11,25.27,16.48
2019,2,5,8,5.39,52.6,0.14,27.55,15.99
2019,2,5,9,5.12,62.34,0.04,29.33,15.56
2019,2,5,10,5.23,71.08,0.05,30.79,15.2
2019,2,5,11,5.63,74.81,0.05,31.58,14.89
2019,2,5,12,6.16,72.67,0.05,31.45,14.89
2019,2,5,13,6.77,67.25,0.04,30.26,15.2
2019,2,5,14,7.08,62.39,0.04,29.04,15.5
2019,2,5,15,6.84,59.98,0.04,28.08,15.56
2019,2,5,16,6.16,60.44,0.06,27.34,15.5
2019,2,5,17,4.97,59.04,0.07,26.4,15.69
2019,2,5,18,4.47,55.75,0.08,25.53,15.75
2019,2,5,19,4.67,54.05,0.09,25.1,15.81
2019,2,5,20,5.11,54.83,0.08,24.6,15.81
2019,2,5,21,5.58,57.69,0.07,24.13,15.75
2019,2,5,22,5.89,62.75,0.06,23.67,15.75
2019,2,5,23,6.11,68.95,0.06,23.22,15.75
2019,2,6,0,6.26,73.17,0.15,22.76,15.81
2019,2,6,1,6.21,73.48,0.33,22.29,15.99
2019,2,6,2,5.84,68.0,0.53,21.92,16.17
2019,2,6,3,5.41,63.32,0.69,21.73,16.42
2019,2,6,4,5.04,59.62,0.86,21.73,16.6
2019,2,6,5,4.59,54.01,0.94,21.85,16.78
2019,2,6,6,3.89,47.85,0.87,22.58,17.21
2019,2,6,7,4.24,47.76,0.66,23.58,17.64
2019,2,6,8,4.96,49.99,0.38,24.52,17.7
2019,2,6,9,5.41,53.05,1.35,25.62,17.52
2019,2,6,10,5.51,56.99,0.3,26.77,17.03
2019,2,6,11,5.36,60.0,0.1,27.9,16.48
2019,2,6,12,4.87,61.83,0.07,28.68,15.93
2019,2,6,13,4.22,62.68,0.06,28.9,15.44
2019,2,6,14,3.69,62.62,0.06,28.88,15.14
2019,2,6,15,3.29,59.67,0.07,28.52,15.08
2019,2,6,16,3.15,54.3,0.09,27.77,15.62
2019,2,6,17,3.22,47.26,0.1,26.38,16.66
2019,2,6,18,3.22,39.98,0.07,25.29,16.54
2019,2,6,19,3.19,36.03,0.06,24.85,16.48
2019,2,6,20,3.02,34.68,0.12,24.4,16.36
2019,2,6,21,3.12,36.87,0.2,23.94,16.36
2019,2,6,22,4.23,44.18,0.34,23.47,16.48
2019,2,6,23,5.54,49.52,0.61,23.04,16.54
2019,2,7,0,5.67,54.65,0.59,22.62,16.78
2019,2,7,1,4.82,59.07,0.38,22.4,17.09
2019,2,7,2,3.97,60.56,0.22,22.33,17.21
2019,2,7,3,3.34,58.09,0.17,22.3,17.27
2019,2,7,4,3.22,51.49,0.14,22.3,17.27
2019,2,7,5,3.72,48.15,0.13,22.31,17.27
2019,2,7,6,4.78,53.64,0.08,22.63,17.21
2019,2,7,7,6.41,63.84,0.03,22.97,16.85
2019,2,7,8,7.8,72.15,0.01,23.49,15.93
2019,2,7,9,8.03,77.52,1.91,24.51,15.01
2019,2,7,10,7.5,81.14,0.18,25.83,14.59
2019,2,7,11,6.92,80.19,0.09,27.42,14.34
2019,2,7,12,6.59,76.43,0.27,28.18,14.28
2019,2,7,13,6.1,74.24,1.69,27.87,14.4
2019,2,7,14,5.25,72.05,1.72,27.11,14.77
2019,2,7,15,4.29,68.06,0.82,26.42,15.01
2019,2,7,16,3.21,61.81,0.85,25.77,15.5
2019,2,7,17,2.36,47.55,0.69,24.7,16.42
2019,2,7,18,2.35,22.47,0.25,23.48,16.36
2019,2,7,19,2.72,12.08,0.04,23.01,16.05
2019,2,7,20,2.84,11.74,0.02,22.79,15.81
2019,2,7,21,2.7,19.64,0.01,22.74,15.69
2019,2,7,22,2.72,34.92,0.01,22.52,15.56
2019,2,7,23,3.68,55.13,0.0,22.1,15.69
2019,2,8,0,5.36,65.75,0.0,21.91,15.62
2019,2,8,1,6.26,70.52,0.0,21.73,15.69
2019,2,8,2,6.26,68.72,0.0,21.65,15.99
2019,2,8,3,5.96,64.21,0.02,21.57,16.24
2019,2,8,4,5.83,62.92,1.77,21.41,16.3
2019,2,8,5,5.81,65.02,2.41,21.29,16.24
2019,2,8,6,5.6,69.85,1.48,22.14,16.42
2019,2,8,7,6.14,76.39,0.49,23.62,16.11
2019,2,8,8,6.02,79.9,0.17,25.89,15.62
